cod_pedido,regiao_pais,produto,valor,quantidade,valor_total_bruto,data,estado,formapagto,centro_distribuicao,responsavelpedido,valor_comissao,lucro_liquido,categoriaprod
43691,Centro Oeste,Biscoito  True Champion 300g,26,86.0,2236,23/05/2019,Goiás,Cartao Crédito,Graos Blue,Maria Clara,"44,72","894,4",Alimentacao
43693,Centro Oeste,Biscoito  True Champion 300g,26,4.0,104,7/5/2019,Mato Grosso do  Sul,Cartao Crédito,Graos Blue,Ligia,"2,08","41,6",Alimentacao
43694,Centro Oeste,Biscoito  True Champion 300g,28,4.0,112,21/06/2019,Distrito Federal,Dinheiro,Graos Blue,Lucia,"2,24","44,8",Alimentacao
43699,Nordeste,Biscoito  True Champion 300g,22,4.0,88,28/04/2019,Paraíba,Cartao Débito,Gold Beach,Cristina,"1,76","35,2",Alimentacao
43701,Sudeste,Biscoito  True Champion 300g,23,4.0,92,13/11/2019,Piauí,Cartao Crédito,Gold Beach,Cristian,"1,84","36,8",Alimentacao
43702,Sudeste,Biscoito  True Champion 300g,17,4.0,68,11/4/2019,Sao Paulo,Dinheiro,Papa Léguas,Miriam,"1,36","27,2",Alimentacao
43705,Sudeste,Biscoito  True Champion 300g,19,4.0,76,9/1/2019,Espírito Santo,Boleto Bancário,Papa Léguas,Tereza,"1,52","30,4",Alimentacao
43706,Sul,Biscoito  True Champion 300g,16,4.0,64,21/06/2019,Paraná,Boleto Bancário,Tree True,Beatriz,"1,28","25,6",Alimentacao
43717,Centro Oeste,Bola Pet Vinil Big Blue,19,4.0,76,15/04/2019,Mato Grosso,Pix,Graos Blue,Andressa,"1,52","30,4",Brinquedo
43724,Nordeste,Bola Pet Vinil Big Blue,22,4.0,88,26/11/2019,Paraíba,Dinheiro,Gold Beach,Cristina,"1,76","35,2",Brinquedo
43726,Sudeste,Bola Pet Vinil Big Blue,18,4.0,72,3/12/2019,Piauí,Dinheiro,Papa Léguas,Cristian,"1,44","28,8",Brinquedo
43733,Sul,Bola Pet Vinil Big Blue,20,4.0,80,11/3/2019,Rio Grande do Sul,Dinheiro,Tree True,Vivian,"1,6",32,Brinquedo
43782,Sul,Penas Gatito,15,84.0,1260,31/01/2019,Santa  Catarina,Cartao Débito,Tree True,Vitória,"11,76","846,72",Brinquedo
43796,Nordeste,Mordedor de Corda Bola,13,85.0,1105,24/10/2019,Bahia,Cartao Crédito,Gold Beach,Sonia,"28,05",561,Brinquedo
43931,Sul,Suplemento Alimentar Glutamina Mundo Animal Nutrisana,39,83.0,3237,2/7/2019,Paraná,Boleto Bancário,Tree True,Beatriz,"74,7","1369,5",Medicamento
43934,Norte,Shampoo vegano para cachorro e gato de camomila 250 ml,27,85.0,2295,10/4/2019,Acre,Boleto Bancário,Rapid Pink,Carlos,"66,3",1768,Higiene e Limpeza
43950,Nordeste,Shampoo vegano para cachorro e gato de camomila 250 ml,23,84.0,1932,27/01/2019,Pernambuco,Boleto Bancário,Gold Beach,Claudio,"65,52","1747,2",Higiene e Limpeza
43971,Nordeste,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,29,85.0,2465,1/4/2019,Bahia,Pix,Gold Beach,Sonia,"25,5",2040,Higiene e Limpeza
44042,Centro Oeste,Nutri Alimentador Inteligente Automático Câmera Google Alexa,886,85.0,75310,10/2/2019,Mato Grosso,Cartao Crédito,Graos Blue,Andressa,"4825,45","20680,5",Bebedouros e Comedouros
44106,Sul,"Racao Royal Canin Exigent Gatos Adultos 1,5Kg",99,84.0,8316,28/01/2019,Paraná,Cartao Crédito,Tree True,Beatriz,"154,56",3864,Alimentacao
44145,Nordeste,Biscoito Pedigree Biscrok Multi para Caes Adultos 1 Kg 420g,30,83.0,2490,22/11/2019,Alagoas,Boleto Bancário,Gold Beach,Marta,"69,72","697,2",Petisco
44162,Norte,Whiskas Petisco Temptations Anti Bola de Pelo 40g,6,85.0,510,19/01/2019,Rondônia,Pix,Rapid Pink,Yuri,"20,4",204,Petisco
44181,Sul,Whiskas Petisco Temptations Anti Bola de Pelo 40g,5,85.0,425,2/7/2019,Paraná,Boleto Bancário,Tree True,Beatriz,"12,75","127,5",Petisco
44196,Nordeste,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,27,85.0,2295,23/08/2019,Bahia,Cartao Débito,Gold Beach,Sonia,"95,2",952,Petisco
44206,Sul,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,25,83.0,2075,3/10/2019,Paraná,Cartao Crédito,Tree True,Beatriz,"112,88","1128,8",Petisco
44215,Norte,Meias esportivas para caes para ambientes internos e externos,31,85.0,2635,5/2/2019,Amazonas,Boleto Bancário,Rapid Pink,Silvia,"112,2",1122,Acessório
44221,Nordeste,Meias esportivas para caes para ambientes internos e externos,33,84.0,2772,27/12/2019,Bahia,Boleto Bancário,Gold Beach,Sonia,"110,88","1108,8",Acessório
44246,Nordeste,Cama Coracao Coroa Pet Nest Almofada Lavável,85,83.0,7055,20/09/2019,Bahia,Pix,Gold Beach,Sonia,"406,7","4880,4",Acessório
44271,Nordeste,Bandana Disney Mickey Fábrica Petti ,10,86.0,860,1/2/2019,Bahia,Cartao Crédito,Gold Beach,Sonia,"20,64","722,4",Acessório
44281,Sul,Bandana Disney Mickey Fábrica Petti ,12,84.0,1008,1/2/2019,Paraná,Cartao Débito,Tree True,Beatriz,"21,84","764,4",Acessório
44286,Norte,Biscoito  True Champion 300g,22,4.0,88,17/04/2019,Pará,Boleto Bancário,Rapid Pink,Julia,"1,76","35,2",Alimentacao
44287,Norte,Biscoito  True Champion 300g,19,4.0,76,10/8/2019,Rondônia,Pix,Rapid Pink,Yuri,"1,52","30,4",Alimentacao
44289,Norte,Biscoito  True Champion 300g,19,4.0,76,12/1/2019,Roraima,Dinheiro,Rapid Pink,Adriana,"1,52","30,4",Alimentacao
44291,Centro Oeste,Biscoito  True Champion 300g,26,86.0,2236,10/10/2019,Goiás,Pix,Graos Blue,Maria Clara,"44,72","894,4",Alimentacao
44293,Centro Oeste,Biscoito  True Champion 300g,26,4.0,104,22/04/2019,Mato Grosso do  Sul,Boleto Bancário,Graos Blue,Ligia,"2,08","41,6",Alimentacao
44294,Centro Oeste,Biscoito  True Champion 300g,28,4.0,112,11/5/2019,Distrito Federal,Boleto Bancário,Graos Blue,Lucia,"2,24","44,8",Alimentacao
44299,Nordeste,Biscoito  True Champion 300g,22,4.0,88,27/04/2019,Paraíba,Cartao Débito,Gold Beach,Cristina,"1,76","35,2",Alimentacao
44301,Sudeste,Biscoito  True Champion 300g,23,4.0,92,6/3/2019,Piauí,Cartao Crédito,Gold Beach,Cristian,"1,84","36,8",Alimentacao
44302,Sudeste,Biscoito  True Champion 300g,17,4.0,68,7/3/2019,Sao Paulo,Pix,Papa Léguas,Miriam,"1,36","27,2",Alimentacao
44305,Sudeste,Biscoito  True Champion 300g,19,4.0,76,28/04/2019,Espírito Santo,Cartao Débito,Papa Léguas,Tereza,"1,52","30,4",Alimentacao
44306,Sul,Biscoito  True Champion 300g,16,4.0,64,2/11/2019,Paraná,Cartao Débito,Tree True,Beatriz,"1,28","25,6",Alimentacao
44317,Centro Oeste,Bola Pet Vinil Big Blue,19,4.0,76,17/03/2019,Mato Grosso,Pix,Graos Blue,Andressa,"1,52","30,4",Brinquedo
44324,Nordeste,Bola Pet Vinil Big Blue,22,4.0,88,17/12/2019,Paraíba,Boleto Bancário,Gold Beach,Cristina,"1,76","35,2",Brinquedo
44326,Sudeste,Bola Pet Vinil Big Blue,18,4.0,72,23/08/2019,Piauí,Boleto Bancário,Papa Léguas,Cristian,"1,44","28,8",Brinquedo
44333,Sul,Bola Pet Vinil Big Blue,20,4.0,80,30/09/2019,Rio Grande do Sul,Boleto Bancário,Tree True,Vivian,"1,6",32,Brinquedo
44417,Centro Oeste,Roupa para Gato Petti,35,86.0,3010,12/1/2019,Mato Grosso,Cartao Débito,Graos Blue,Andressa,"95,46","1654,64",Acessório
44502,Sudeste,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,271,83.0,22493,1/12/2019,Sao Paulo,Pix,Papa Léguas,Miriam,"709,65","13010,25",Medicamento
44525,Nordeste,Suplemento Alimentar Glutamina Mundo Animal Nutrisana,42,85.0,3570,15/06/2019,Pernambuco,Boleto Bancário,Gold Beach,Claudio,"76,5","1402,5",Medicamento
44535,Norte,Shampoo vegano para cachorro e gato de camomila 250 ml,21,85.0,1785,29/09/2019,Amapá,Pix,Rapid Pink,Maria Linda,"58,65",1564,Higiene e Limpeza
44539,Norte,Shampoo vegano para cachorro e gato de camomila 250 ml,27,85.0,2295,5/2/2019,Roraima,Boleto Bancário,Rapid Pink,Adriana,"58,65",1564,Higiene e Limpeza
44597,Nordeste,Kit Banho e Tosa com Escova PetShop Caopeon,63,84.0,5292,6/5/2019,Ceará,Boleto Bancário,Gold Beach,Neide,"268,8","4300,8",Higiene e Limpeza
44626,Sudeste,Bebedouro e Comedouro Automático para Caes e Gatos Filhotes,44,83.0,3652,11/2/2019,Piauí,Cartao Crédito,Gold Beach,Cristian,"107,07","1784,5",Bebedouros e Comedouros
44656,Sul,Nutri Alimentador Inteligente Automático Câmera Google Alexa,799,84.0,67116,9/12/2019,Paraná,Cartao Débito,Tree True,Beatriz,"4721,64","20235,6",Bebedouros e Comedouros
44686,Norte,"Racao Royal Canin Exigent Gatos Adultos 1,5Kg",98,83.0,8134,11/3/2019,Pará,Pix,Rapid Pink,Julia,"152,72",3818,Alimentacao
44732,Sul,Racao Úmida Royal Canin Lata Veterinary Caes Adultos 500g,23,86.0,1978,28/04/2019,Santa  Catarina,Cartao Débito,Tree True,Vitória,"51,6",1290,Alimentacao
44867,Centro Oeste,Bandana Disney Mickey Fábrica Petti ,9,83.0,747,7/4/2019,Mato Grosso,Cartao Crédito,Graos Blue,Andressa,"19,92","697,2",Acessório
44886,Norte,Biscoito  True Champion 300g,22,4.0,88,8/8/2019,Pará,Boleto Bancário,Rapid Pink,Julia,"1,76","35,2",Alimentacao
44887,Norte,Biscoito  True Champion 300g,19,4.0,76,26/01/2019,Rondônia,Dinheiro,Rapid Pink,Yuri,"1,52","30,4",Alimentacao
44889,Norte,Biscoito  True Champion 300g,19,4.0,76,6/2/2019,Roraima,Dinheiro,Rapid Pink,Adriana,"1,52","30,4",Alimentacao
44893,Centro Oeste,Biscoito  True Champion 300g,26,4.0,104,18/04/2019,Mato Grosso do  Sul,Boleto Bancário,Graos Blue,Ligia,"2,08","41,6",Alimentacao
44894,Centro Oeste,Biscoito  True Champion 300g,28,4.0,112,3/11/2019,Distrito Federal,Pix,Graos Blue,Lucia,"2,24","44,8",Alimentacao
44899,Nordeste,Biscoito  True Champion 300g,22,4.0,88,10/6/2019,Paraíba,Boleto Bancário,Gold Beach,Cristina,"1,76","35,2",Alimentacao
44901,Sudeste,Biscoito  True Champion 300g,23,4.0,92,18/08/2019,Piauí,Pix,Gold Beach,Cristian,"1,84","36,8",Alimentacao
44902,Sudeste,Biscoito  True Champion 300g,17,4.0,68,20/02/2019,Sao Paulo,Dinheiro,Papa Léguas,Miriam,"1,36","27,2",Alimentacao
44905,Sudeste,Biscoito  True Champion 300g,19,83.0,1577,14/06/2019,Espírito Santo,Pix,Papa Léguas,Tereza,"31,54","630,8",Alimentacao
44906,Sul,Biscoito  True Champion 300g,16,83.0,1328,13/07/2019,Paraná,Dinheiro,Tree True,Beatriz,"26,56","531,2",Alimentacao
44917,Centro Oeste,Bola Pet Vinil Big Blue,19,4.0,76,20/09/2019,Mato Grosso,Boleto Bancário,Graos Blue,Andressa,"1,52","30,4",Brinquedo
44924,Nordeste,Bola Pet Vinil Big Blue,22,4.0,88,29/06/2019,Paraíba,Cartao Débito,Gold Beach,Cristina,"1,76","35,2",Brinquedo
44926,Sudeste,Bola Pet Vinil Big Blue,18,4.0,72,17/09/2019,Piauí,Dinheiro,Papa Léguas,Cristian,"1,44","28,8",Brinquedo
44930,Sudeste,Bola Pet Vinil Big Blue,19,83.0,1577,8/7/2019,Espírito Santo,Cartao Débito,Papa Léguas,Tereza,"31,54","630,8",Brinquedo
44933,Sul,Bola Pet Vinil Big Blue,20,4.0,80,3/5/2019,Rio Grande do Sul,Pix,Tree True,Vivian,"1,6",32,Brinquedo
44957,Sul,Cama média almofadada Pity,51,83.0,4233,27/06/2019,Santa  Catarina,Pix,Tree True,Vitória,"51,46","3087,6",Acessório
44998,Nordeste,Mordedor de Corda Bola,11,86.0,946,12/9/2019,Maranhao,Pix,Gold Beach,Clarice,"28,38","567,6",Brinquedo
45019,Centro Oeste,Roupa para Gato Petti,46,85.0,3910,26/09/2019,Distrito Federal,Cartao Débito,Graos Blue,Lucia,"81,6","1414,4",Acessório
45035,Norte,Roupa para Cao Billaboard,34,86.0,2924,13/10/2019,Amapá,Pix,Rapid Pink,Maria Linda,"79,98","1466,3",Acessório
45051,Sudeste,Roupa para Cao Billaboard,43,84.0,3612,20/04/2019,Piauí,Boleto Bancário,Gold Beach,Cristian,"147,84","2032,8",Acessório
45076,Sudeste,Vitamina E Granulado BigForce,73,85.0,6205,8/12/2019,Piauí,Pix,Gold Beach,Cristian,"217,6",2992,Medicamento
45123,Nordeste,Suplemento Alimentar Glutamina Mundo Animal Nutrisana,39,85.0,3315,10/5/2019,Maranhao,Cartao Crédito,Gold Beach,Clarice,"96,9","1776,5",Medicamento
45167,Centro Oeste,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,30,83.0,2490,3/6/2019,Mato Grosso,Boleto Bancário,Graos Blue,Andressa,"25,73","2058,4",Higiene e Limpeza
45173,Nordeste,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,29,86.0,2494,10/2/2019,Maranhao,Boleto Bancário,Gold Beach,Clarice,"24,94","1995,2",Higiene e Limpeza
45188,Norte,Kit Banho e Tosa com Escova PetShop Caopeon,67,85.0,5695,21/11/2019,Tocantins,Dinheiro,Rapid Pink,Dolores,272,4352,Higiene e Limpeza
45203,Sudeste,Kit Banho e Tosa com Escova PetShop Caopeon,68,83.0,5644,9/9/2019,Minas Gerais,Boleto Bancário,Papa Léguas,Monique,"257,3","4116,8",Higiene e Limpeza
45280,Sudeste,Racao Royal Canin Club Performance para Caes Adultos,213,84.0,17892,24/02/2019,Espírito Santo,Boleto Bancário,Papa Léguas,Tereza,"342,72","6854,4",Alimentacao
45344,Centro Oeste,Biscoito Pedigree Biscrok Multi para Caes Adultos 1 Kg 420g,28,85.0,2380,6/2/2019,Distrito Federal,Boleto Bancário,Graos Blue,Lucia,"76,5",765,Petisco
45353,Sudeste,Biscoito Pedigree Biscrok Multi para Caes Adultos 1 Kg 420g,31,86.0,2666,17/10/2019,Minas Gerais,Cartao Crédito,Papa Léguas,Monique,"77,4",774,Petisco
45360,Norte,Whiskas Petisco Temptations Anti Bola de Pelo 40g,6,84.0,504,24/01/2019,Amapá,Cartao Crédito,Rapid Pink,Maria Linda,"20,16","201,6",Petisco
45424,Nordeste,Meias esportivas para caes para ambientes internos e externos,33,84.0,2772,15/05/2019,Paraíba,Boleto Bancário,Gold Beach,Cristina,"104,16","1041,6",Acessório
45427,Sudeste,Meias esportivas para caes para ambientes internos e externos,31,86.0,2666,17/05/2019,Sao Paulo,Pix,Papa Léguas,Miriam,"106,64","1066,4",Acessório
45486,Norte,Biscoito  True Champion 300g,22,4.0,88,16/09/2019,Pará,Dinheiro,Rapid Pink,Julia,"1,76","35,2",Alimentacao
45487,Norte,Biscoito  True Champion 300g,19,4.0,76,28/08/2019,Rondônia,Cartao Débito,Rapid Pink,Yuri,"1,52","30,4",Alimentacao
45489,Norte,Biscoito  True Champion 300g,19,4.0,76,18/11/2019,Roraima,Pix,Rapid Pink,Adriana,"1,52","30,4",Alimentacao
45493,Centro Oeste,Biscoito  True Champion 300g,26,4.0,104,26/03/2019,Mato Grosso do  Sul,Cartao Débito,Graos Blue,Ligia,"2,08","41,6",Alimentacao
45494,Centro Oeste,Biscoito  True Champion 300g,28,4.0,112,2/9/2019,Distrito Federal,Cartao Crédito,Graos Blue,Lucia,"2,24","44,8",Alimentacao
45499,Nordeste,Biscoito  True Champion 300g,22,4.0,88,5/3/2019,Paraíba,Dinheiro,Gold Beach,Cristina,"1,76","35,2",Alimentacao
45501,Sudeste,Biscoito  True Champion 300g,23,4.0,92,10/10/2019,Piauí,Boleto Bancário,Gold Beach,Cristian,"1,84","36,8",Alimentacao
45502,Sudeste,Biscoito  True Champion 300g,17,4.0,68,6/3/2019,Sao Paulo,Pix,Papa Léguas,Miriam,"1,36","27,2",Alimentacao
45505,Sudeste,Biscoito  True Champion 300g,19,4.0,76,29/08/2019,Espírito Santo,Dinheiro,Papa Léguas,Tereza,"1,52","30,4",Alimentacao
45506,Sul,Biscoito  True Champion 300g,16,4.0,64,30/03/2019,Paraná,Dinheiro,Tree True,Beatriz,"1,28","25,6",Alimentacao
45517,Centro Oeste,Bola Pet Vinil Big Blue,19,4.0,76,31/01/2019,Mato Grosso,Cartao Débito,Graos Blue,Andressa,"1,52","30,4",Brinquedo
45524,Nordeste,Bola Pet Vinil Big Blue,22,86.0,1892,22/01/2019,Paraíba,Dinheiro,Gold Beach,Cristina,"37,84","756,8",Brinquedo
45526,Sudeste,Bola Pet Vinil Big Blue,18,4.0,72,28/09/2019,Piauí,Cartao Crédito,Papa Léguas,Cristian,"1,44","28,8",Brinquedo
45533,Sul,Bola Pet Vinil Big Blue,20,4.0,80,3/1/2019,Rio Grande do Sul,Cartao Crédito,Tree True,Vivian,"1,6",32,Brinquedo
45575,Nordeste,Penas Gatito,18,85.0,1530,24/02/2019,Pernambuco,Cartao Débito,Gold Beach,Claudio,"15,3","1101,6",Brinquedo
45596,Nordeste,Mordedor de Corda Bola,11,85.0,935,24/05/2019,Bahia,Cartao Débito,Gold Beach,Sonia,"33,15",663,Brinquedo
45610,Norte,Roupa para Gato Petti,36,84.0,3024,18/11/2019,Amapá,Cartao Crédito,Rapid Pink,Maria Linda,"115,92","2009,28",Acessório
45612,Norte,Roupa para Gato Petti,28,84.0,2352,23/04/2019,Rondônia,Cartao Crédito,Rapid Pink,Yuri,"90,72","1572,48",Acessório
45695,Nordeste,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,287,85.0,24395,22/02/2019,Alagoas,Boleto Bancário,Gold Beach,Marta,"1006,4",13838,Medicamento
45728,Sudeste,Suplemento Alimentar Glutamina Mundo Animal Nutrisana,35,84.0,2940,4/8/2019,Minas Gerais,Dinheiro,Papa Léguas,Monique,"98,28","1801,8",Medicamento
45729,Sudeste,Suplemento Alimentar Glutamina Mundo Animal Nutrisana,28,83.0,2324,14/01/2019,Rio de Janeiro,Boleto Bancário,Papa Léguas,Antonio,"109,56","2008,6",Medicamento
45796,Nordeste,Kit Banho e Tosa com Escova PetShop Caopeon,63,84.0,5292,12/4/2019,Bahia,Pix,Gold Beach,Sonia,"268,8","4300,8",Higiene e Limpeza
45850,Nordeste,Nutri Alimentador Inteligente Automático Câmera Google Alexa,805,85.0,68425,26/07/2019,Pernambuco,Boleto Bancário,Gold Beach,Claudio,"4617,2",19788,Bebedouros e Comedouros
45915,Norte,Racao Úmida Royal Canin Lata Veterinary Caes Adultos 500g,26,86.0,2236,5/3/2019,Amazonas,Cartao Crédito,Rapid Pink,Silvia,"68,8",1720,Alimentacao
45945,Nordeste,Biscoito Pedigree Biscrok Multi para Caes Adultos 1 Kg 420g,28,85.0,2380,1/7/2019,Alagoas,Pix,Gold Beach,Marta,"73,95","739,5",Petisco
45946,Nordeste,Biscoito Pedigree Biscrok Multi para Caes Adultos 1 Kg 420g,31,85.0,2635,18/06/2019,Bahia,Cartao Crédito,Gold Beach,Sonia,"73,95","739,5",Petisco
45979,Sudeste,Whiskas Petisco Temptations Anti Bola de Pelo 40g,6,85.0,510,16/02/2019,Rio de Janeiro,Pix,Papa Léguas,Antonio,"12,75","127,5",Petisco
46000,Nordeste,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,33,84.0,2772,30/09/2019,Pernambuco,Cartao Débito,Gold Beach,Claudio,84,840,Petisco
46003,Sudeste,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,28,84.0,2352,27/01/2019,Minas Gerais,Dinheiro,Papa Léguas,Monique,"107,52","1075,2",Petisco
46007,Sul,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,31,86.0,2666,3/4/2019,Santa  Catarina,Dinheiro,Tree True,Vitória,86,860,Petisco
46031,Sul,Meias esportivas para caes para ambientes internos e externos,33,85.0,2805,21/03/2019,Paraná,Cartao Débito,Tree True,Beatriz,"108,8",1088,Acessório
46056,Sul,Cama Coracao Coroa Pet Nest Almofada Lavável,88,83.0,7304,5/6/2019,Paraná,Boleto Bancário,Tree True,Beatriz,"352,75",4233,Acessório
46079,Sudeste,Bandana Disney Mickey Fábrica Petti ,13,83.0,1079,18/09/2019,Rio de Janeiro,Cartao Crédito,Papa Léguas,Antonio,"13,28","464,8",Acessório
46086,Norte,Biscoito  True Champion 300g,22,4.0,88,20/08/2019,Pará,Boleto Bancário,Rapid Pink,Julia,"1,76","35,2",Alimentacao
46087,Norte,Biscoito  True Champion 300g,19,4.0,76,16/08/2019,Rondônia,Cartao Crédito,Rapid Pink,Yuri,"1,52","30,4",Alimentacao
46089,Norte,Biscoito  True Champion 300g,19,4.0,76,22/09/2019,Roraima,Cartao Crédito,Rapid Pink,Adriana,"1,52","30,4",Alimentacao
46093,Centro Oeste,Biscoito  True Champion 300g,26,4.0,104,28/07/2019,Mato Grosso do  Sul,Cartao Crédito,Graos Blue,Ligia,"2,08","41,6",Alimentacao
46094,Centro Oeste,Biscoito  True Champion 300g,28,4.0,112,5/2/2019,Distrito Federal,Cartao Débito,Graos Blue,Lucia,"2,24","44,8",Alimentacao
46099,Nordeste,Biscoito  True Champion 300g,22,4.0,88,30/03/2019,Paraíba,Dinheiro,Gold Beach,Cristina,"1,76","35,2",Alimentacao
46101,Sudeste,Biscoito  True Champion 300g,23,4.0,92,9/6/2019,Piauí,Dinheiro,Gold Beach,Cristian,"1,84","36,8",Alimentacao
46102,Sudeste,Biscoito  True Champion 300g,17,4.0,68,22/09/2019,Sao Paulo,Boleto Bancário,Papa Léguas,Miriam,"1,36","27,2",Alimentacao
46105,Sudeste,Biscoito  True Champion 300g,19,4.0,76,27/11/2019,Espírito Santo,Pix,Papa Léguas,Tereza,"1,52","30,4",Alimentacao
46106,Sul,Biscoito  True Champion 300g,16,4.0,64,10/1/2019,Paraná,Cartao Crédito,Tree True,Beatriz,"1,28","25,6",Alimentacao
46110,Norte,Bola Pet Vinil Big Blue,22,85.0,1870,6/8/2019,Amapá,Cartao Débito,Rapid Pink,Maria Linda,"37,4",748,Brinquedo
46117,Centro Oeste,Bola Pet Vinil Big Blue,19,4.0,76,10/4/2019,Mato Grosso,Cartao Crédito,Graos Blue,Andressa,"1,52","30,4",Brinquedo
46124,Nordeste,Bola Pet Vinil Big Blue,22,4.0,88,23/03/2019,Paraíba,Cartao Crédito,Gold Beach,Cristina,"1,76","35,2",Brinquedo
46126,Sudeste,Bola Pet Vinil Big Blue,18,4.0,72,17/07/2019,Piauí,Cartao Débito,Papa Léguas,Cristian,"1,44","28,8",Brinquedo
46133,Sul,Bola Pet Vinil Big Blue,20,4.0,80,14/08/2019,Rio Grande do Sul,Cartao Débito,Tree True,Vivian,"1,6",32,Brinquedo
46139,Norte,Cama média almofadada Pity,62,84.0,5208,29/12/2019,Roraima,Boleto Bancário,Rapid Pink,Adriana,"52,08","3124,8",Acessório
46142,Centro Oeste,Cama média almofadada Pity,55,86.0,4730,18/02/2019,Mato Grosso,Dinheiro,Graos Blue,Andressa,"41,28","2476,8",Acessório
46154,Sudeste,Cama média almofadada Pity,49,83.0,4067,5/12/2019,Rio de Janeiro,Boleto Bancário,Papa Léguas,Antonio,"43,16","2589,6",Acessório
46161,Norte,Penas Gatito,18,86.0,1548,14/04/2019,Pará,Cartao Débito,Rapid Pink,Julia,"13,76","990,72",Brinquedo
46169,Centro Oeste,Penas Gatito,17,85.0,1445,12/4/2019,Distrito Federal,Boleto Bancário,Graos Blue,Lucia,"14,45","1040,4",Brinquedo
46201,Sudeste,Mordedor de Corda Bola,13,86.0,1118,24/05/2019,Piauí,Cartao Débito,Gold Beach,Cristian,"30,96","619,2",Brinquedo
46202,Sudeste,Mordedor de Corda Bola,13,85.0,1105,4/5/2019,Sao Paulo,Dinheiro,Papa Léguas,Miriam,"28,05",561,Brinquedo
46224,Nordeste,Roupa para Gato Petti,36,85.0,3060,18/10/2019,Paraíba,Cartao Débito,Gold Beach,Cristina,"81,6","1414,4",Acessório
46297,Nordeste,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,265,85.0,22525,17/03/2019,Ceará,Boleto Bancário,Gold Beach,Neide,"924,8",12716,Medicamento
46309,Norte,Suplemento Alimentar Glutamina Mundo Animal Nutrisana,29,84.0,2436,6/2/2019,Acre,Cartao Débito,Rapid Pink,Carlos,"70,56","1293,6",Medicamento
46325,Nordeste,Suplemento Alimentar Glutamina Mundo Animal Nutrisana,29,85.0,2465,1/1/2019,Pernambuco,Boleto Bancário,Gold Beach,Claudio,"79,05","1449,25",Medicamento
46340,Norte,Shampoo vegano para cachorro e gato de camomila 250 ml,27,85.0,2295,18/09/2019,Amazonas,Cartao Débito,Rapid Pink,Silvia,"61,2",1632,Higiene e Limpeza
46356,Sul,Shampoo vegano para cachorro e gato de camomila 250 ml,24,83.0,1992,1/6/2019,Paraná,Cartao Crédito,Tree True,Beatriz,"34,86","1394,4",Higiene e Limpeza
46373,Nordeste,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,29,86.0,2494,25/04/2019,Maranhao,Boleto Bancário,Gold Beach,Clarice,"26,66","2132,8",Higiene e Limpeza
46396,Nordeste,Kit Banho e Tosa com Escova PetShop Caopeon,62,86.0,5332,10/11/2019,Bahia,Cartao Crédito,Gold Beach,Sonia,"266,6","4265,6",Higiene e Limpeza
46457,Sul,Nutri Alimentador Inteligente Automático Câmera Google Alexa,884,84.0,74256,26/01/2019,Santa  Catarina,Pix,Tree True,Vitória,"5033,28","21571,2",Bebedouros e Comedouros
46483,Sul,Racao Royal Canin Club Performance para Caes Adultos,217,85.0,18445,19/07/2019,Rio Grande do Sul,Boleto Bancário,Tree True,Vivian,"362,1",7242,Alimentacao
46488,Norte,"Racao Royal Canin Exigent Gatos Adultos 1,5Kg",90,83.0,7470,17/11/2019,Tocantins,Cartao Débito,Rapid Pink,Dolores,166,4150,Alimentacao
46499,Nordeste,"Racao Royal Canin Exigent Gatos Adultos 1,5Kg",95,85.0,8075,31/08/2019,Paraíba,Cartao Débito,Gold Beach,Cristina,"168,3","4207,5",Alimentacao
46548,Nordeste,Biscoito Pedigree Biscrok Multi para Caes Adultos 1 Kg 420g,27,85.0,2295,11/1/2019,Maranhao,Cartao Crédito,Gold Beach,Clarice,"73,95","739,5",Petisco
